artist_id,rank
532957,0.02051961866024841
79016,0.019569981196940176
259529,0.01691980007341379
287604,0.013418228207195829
3829,0.009863168881590235
13511,0.009149727137862187
754032,0.009066991055198495
403120,0.007605986196689333
848784,0.006816520436714868
805930,0.006716700756035389
898336,0.006687277640692864
898331,0.006649114397724243
608701,0.006585532692250081
66915,0.005737017006405378
577531,0.005612275638977474
317093,0.005426282725150886
82584,0.005106361344620533
549797,0.004855256586987329
120521,0.004590289680054207
46861,0.004407626172269078
162677,0.00437847225660055
200775,0.0042865225385956855
753094,0.004253750061578219
894465,0.004034909542731357
343396,0.003988239823795132
824022,0.0038798394690202367
180228,0.0036873323532417416
128099,0.0036040182509346507
276085,0.003480226158507545
238115,0.0032840326574934504
354105,0.003209346030597324
82831,0.003190048837254429
170690,0.002983552729218567
960674,0.0028085717588874123
423829,0.0027216375331659466
100160,0.0026904534962501232
840402,0.0026841583184400147
346637,0.002656542947829644
211758,0.0026549598483277944
797881,0.0025690302379197264
184502,0.002563685576283369
81083,0.0025485664552536147
959770,0.002513032009764977
531986,0.002455445466524016
55128,0.002335830838474262
261332,0.002308808429660593
577627,0.002306009397102455
175553,0.0022814844714875394
269972,0.002267100028750765
748773,0.002239057229663508
74970,0.0022265332825921035
538677,0.0021904029253509137
1006782,0.002091301113046349
41874,0.0020689087344933728
418740,0.0020596223845653827
108826,0.002018025605053091
316834,0.0019635873217180052
489303,0.001959880856441722
931567,0.0019529503928765487
821571,0.0019526477743919363
894335,0.0019506228383465644
346336,0.0018864443614797688
490416,0.0018822992819132578
139026,0.0018695353895953374
662800,0.0018586664163258266
137494,0.00183810124204642
792507,0.0018175768371202859
266160,0.0018157747523034266
631774,0.0018049851427921187
815039,0.0017965910515950442
76881,0.0017955747660756203
342768,0.0017783961462744169
176936,0.0017003077050486762
183867,0.0016939264158112336
562304,0.0016655614874588904
60679,0.0016530417859442642
617196,0.0015802368087737535
81796,0.001574985462930835
792953,0.0015436122636718163
771438,0.0015401898550972187
396372,0.0015171748667881205
104714,0.001497763022591112
118544,0.001495930707730834
315909,0.0014943405983641356
332141,0.0014689647545825652
112462,0.0014622100705758954
622805,0.0014542996263164285
825208,0.0014343821883857019
490004,0.0014052278030279234
486305,0.0013967316458724436
414251,0.0013780237290751173
309328,0.0013429689970308868
640675,0.0013348669230150946
75747,0.0013318808551864324
783025,0.001325396447392285
816890,0.0012965213540249807
204901,0.001257519121521524
927555,0.0012277358801802757
46699,0.0012169100534730381
395819,0.0012088311766570658
852855,0.0011973931492693078
496405,0.001163536268717908
750203,0.0011612684824539685
369270,0.0011455049303249107
75171,0.0011380642659526085
954694,0.0011375528359671696
60306,0.0011298136476897815
793988,0.0011291231012019822
33161,0.0011268135770905532
260038,0.0011064868293506464
28166,0.0011003744245335835
190946,0.0010956857042461994
793227,0.0010833019057256935
59156,0.0010660720171042897
744548,0.001063566596410965
144458,0.0010632522869814757
639789,0.0010621166709669802
766893,0.0010584831562300368
94205,0.001042722604973197
668448,0.0010196101026579696
467203,0.0010121670690518472
212612,0.0010027668864193476
114342,0.000994443425572426
192382,0.0009942441234277943
928942,0.000980133603959535
353145,0.0009738183277109664
536754,0.0009714278850003967
484396,0.0009690346696896963
379125,0.0009648170392397731
479582,0.0009629617449004618
82013,0.0009608280366590533
803720,0.0009602749026899846
815575,0.000959928992215768
239961,0.0009464672666366355
763301,0.0009409486510253297
410219,0.0009371745111613306
75825,0.0009326783109219893
182598,0.0009296779711214301
762288,0.000926076189601206
197532,0.0009233316155729482
38490,0.0009067195118501127
37658,0.0009015911997493377
303050,0.0008979458572017811
942529,0.0008847267216689883
91650,0.0008832161142300539
607804,0.0008806152627474453
654490,0.0008765982901568697
743929,0.0008689600904055361
147200,0.0008646988326593589
361393,0.000861809226294696
359199,0.0008501062584312415
824599,0.0008470138411289389
5882,0.0008458033497423616
750519,0.0008417337767803551
617844,0.0008409256911774025
225389,0.0008405925047521473
594665,0.0008395020975965673
270491,0.0008385872210779705
246022,0.0008379245149205102
380704,0.0008374149849412469
796950,0.0008362148884563218
477875,0.0008321216448534243
77698,0.0008211103980902856
569685,0.0008186972528685618
404463,0.0008152320015435619
45057,0.0008147032040137203
792175,0.0008142732849737657
55304,0.0008131936787699607
31067,0.0008090091484952128
806542,0.0008088408586975376
852007,0.0008034686512536256
174557,0.0008032586067581702
138699,0.0008010299822979476
267354,0.0007872694349288593
425105,0.0007786681675996739
418981,0.0007747966469979304
206967,0.0007635036490117057
806877,0.0007581499321585812
238495,0.0007483627972804965
193160,0.0007473549235249191
642542,0.0007457512094761469
98189,0.0007394141949655899
23290,0.0007353179082060298
446509,0.0007350274023199013
409954,0.000734359425324148
941579,0.0007239211184332419
785380,0.0007204409373629197
154533,0.0007184846711077463
866786,0.0007174094761486214
873886,0.0007141026986796531
129775,0.0007102044463328308
926548,0.0007093587730619175
607448,0.0007057346806474126
924232,0.0007035119788760991
551815,0.0006967629915330901
411761,0.0006961964962291039
490763,0.0006947227951096839
90803,0.000692914827887296
84209,0.0006889474806132494
290812,0.00068693773030425
677781,0.000682893964695339
950571,0.0006826175163540991
237205,0.0006797440006467457
138837,0.0006778261487522827
819894,0.0006759414742649238
672910,0.0006711703199643463
150629,0.0006694748447129873
121590,0.0006668038477276653
172350,0.0006659912755094285
81194,0.0006654012028590098
40225,0.0006635977867507851
784527,0.0006630853922595241
391398,0.0006607158264132262
139933,0.0006604432818043319
87985,0.0006551770816265143
197040,0.0006528781887096179
645612,0.0006484297761185817
556242,0.0006482562539110077
246611,0.0006478637104483152
